Date,Equity_NSE,Bond,Gold
2024-08-29,25151.94921875,57.790000915527344,60.56999969482422
2024-08-30,25235.900390625,57.54999923706055,60.65999984741211
2024-09-02,25278.69921875,57.38999938964844,60.25
2024-09-03,25279.849609375,57.459999084472656,60.36000061035156
2024-09-04,25198.69921875,57.540000915527344,59.83000183105469
2024-09-05,25145.099609375,57.59000015258789,60.54999923706055
2024-09-06,24852.150390625,57.560001373291016,60.65999984741211
2024-09-09,24936.400390625,57.54999923706055,60.15999984741211
2024-09-10,25041.099609375,57.59000015258789,60.36000061035156
2024-09-11,24918.44921875,57.66999816894531,60.709999084472656
2024-09-12,25388.900390625,57.70000076293945,60.61000061035156
2024-09-13,25356.5,57.81999969482422,61.63999938964844
2024-09-16,25383.75,57.79999923706055,62.04999923706055
2024-09-17,25418.55078125,57.84000015258789,61.77000045776367
2024-09-18,25377.55078125,57.849998474121094,61.68000030517578
2024-09-19,25415.80078125,57.869998931884766,62.189998626708984
2024-09-20,25790.94921875,57.83000183105469,62.43000030517578
2024-09-23,25939.05078125,57.91999816894531,62.810001373291016
2024-09-24,25940.400390625,58.54999923706055,62.9900016784668
2024-09-25,26004.150390625,58.04999923706055,63.65999984741211
2024-09-26,26216.05078125,58.130001068115234,63.77000045776367
2024-09-27,26178.94921875,58.220001220703125,63.47999954223633
2024-09-30,25810.849609375,58.18000030517578,63.54999923706055
2024-10-01,25796.900390625,58.04999923706055,63.59000015258789
2024-10-03,25250.099609375,57.9900016784668,63.689998626708984
2024-10-04,25014.599609375,57.83000183105469,63.9900016784668
2024-10-07,24795.75,57.880001068115234,63.810001373291016
2024-10-08,25013.150390625,58.040000915527344,63.45000076293945
2024-10-09,24981.94921875,58.099998474121094,63.02000045776367
2024-10-10,24998.44921875,58.130001068115234,63.0099983215332
2024-10-11,24964.25,58.189998626708984,63.540000915527344
2024-10-14,25127.94921875,58.08000183105469,63.97999954223633
2024-10-15,25057.349609375,58.15999984741211,63.86000061035156
2024-10-16,24971.30078125,58.20000076293945,64.44000244140625
2024-10-17,24749.849609375,58.18000030517578,64.44000244140625
2024-10-18,24854.05078125,58.08000183105469,65.18000030517578
2024-10-21,24781.099609375,58.119998931884766,65.79000091552734
2024-10-22,24472.099609375,58.11000061035156,65.7300033569336
2024-10-23,24435.5,58.0,66.16000366210938
2024-10-24,24399.400390625,58.099998474121094,65.75
2024-10-25,24180.80078125,58.189998626708984,65.44999694824219
